,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
410,44,0,1,200,1,29,4,5,4,1,32,3,2,1,4,0,4541,7744,1,0,25,4,2,0,20,3,3,20,11,13,17
411,27,0,1,1302,1,19,3,5,4,1,67,2,1,2,1,2,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7
412,36,0,1,1266,0,10,4,2,2,0,63,2,2,0,3,1,5673,6060,1,1,13,3,1,1,10,4,3,10,9,1,7
413,25,0,2,772,1,2,1,0,4,1,77,4,2,3,3,2,5206,4973,1,0,17,3,3,2,7,6,3,7,7,0,7
414,27,0,2,1131,1,15,3,0,4,0,77,2,1,1,1,1,4774,23844,0,0,19,3,4,1,8,2,2,7,6,7,3
415,33,0,1,117,1,9,3,1,1,1,60,3,1,1,4,1,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10
416,32,0,1,1093,0,6,4,1,2,1,87,3,2,0,3,0,5010,24301,1,0,16,3,1,0,12,0,3,11,8,5,7
417,29,0,1,1090,0,10,3,3,4,1,83,3,1,5,2,2,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2
418,40,0,2,791,1,2,2,1,3,0,38,4,2,6,2,1,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7
419,31,0,1,828,0,2,1,0,2,1,77,3,2,0,4,0,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5
420,32,0,1,638,1,8,2,1,3,0,91,4,2,1,3,1,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3
421,29,0,1,1176,0,3,2,1,2,0,62,3,2,0,3,1,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2
422,48,0,2,365,1,4,5,1,3,1,89,2,4,4,4,1,15202,5602,2,0,25,4,2,1,23,3,3,2,2,2,2
423,38,0,1,1261,1,2,4,0,4,1,88,3,2,3,3,1,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0
424,60,0,1,1179,0,16,4,3,1,1,84,3,2,0,1,0,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2
425,30,1,2,600,2,8,3,4,3,0,66,2,1,8,4,2,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2
426,31,0,1,192,1,2,4,0,3,1,32,3,1,1,4,2,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2
427,34,0,1,1320,1,20,3,2,3,0,89,4,1,1,3,1,2585,21643,0,0,17,3,4,0,2,5,2,1,0,0,0
428,44,0,1,1037,1,1,3,1,2,1,42,3,1,1,4,0,2436,13422,6,1,12,3,3,0,6,2,3,4,3,1,2
429,46,0,1,644,1,1,4,1,4,1,97,3,3,6,1,2,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3
430,35,0,1,750,1,28,3,0,2,1,46,4,2,2,3,1,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8
431,32,0,2,967,0,8,3,3,2,0,43,3,3,0,4,0,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7
432,29,0,1,718,1,8,1,1,2,1,79,2,2,3,4,1,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2
433,42,0,1,469,1,2,2,1,4,1,35,3,4,4,1,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7
434,33,0,0,1313,1,1,2,1,2,1,59,2,1,2,3,2,2008,20439,1,0,12,3,3,3,1,2,2,1,1,0,0
435,45,0,0,248,1,23,2,0,4,1,42,3,2,2,1,1,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8
436,43,0,1,1291,1,15,2,0,3,1,65,2,4,7,3,1,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11
437,52,0,2,322,1,28,2,1,4,0,59,4,4,3,3,1,13247,9731,2,1,11,3,2,1,24,3,2,5,3,0,2
438,28,0,1,950,1,3,3,1,4,0,93,3,3,3,2,2,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7
439,40,0,1,1398,0,2,4,0,3,0,79,3,5,4,3,1,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12
440,35,0,2,664,1,1,3,1,2,1,79,3,1,1,1,1,2194,5868,4,0,13,3,4,1,5,2,2,3,2,1,2
441,28,0,1,640,1,1,3,2,4,1,84,3,1,1,1,0,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2
442,50,0,1,264,0,9,3,3,3,1,59,3,5,4,3,1,19331,19519,4,1,16,3,3,1,27,2,3,1,0,0,0
443,59,0,1,1435,0,25,3,0,1,0,99,3,3,0,1,0,7637,2354,7,0,11,3,4,0,28,3,2,21,16,7,9
444,32,0,0,976,0,26,4,3,3,1,100,3,2,0,4,1,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2
445,46,0,1,1003,1,8,4,0,4,0,74,2,2,1,1,2,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7
446,44,1,1,1097,1,10,4,0,3,1,96,3,1,1,3,0,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2
447,25,0,1,1372,0,18,1,0,1,1,93,4,2,0,3,1,6232,12477,2,0,11,3,2,0,6,3,2,3,2,1,2
448,39,0,1,1498,0,21,4,0,1,1,44,2,2,0,4,1,6120,3567,3,1,12,3,4,2,8,2,4,5,4,1,4
449,28,0,1,1172,0,3,3,1,2,0,78,3,1,5,2,1,2856,3692,1,0,19,3,4,1,1,3,3,1,0,0,0
450,22,0,1,253,1,11,3,1,1,0,43,3,1,1,2,1,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2
451,28,0,1,580,1,27,3,1,2,0,39,1,2,3,1,2,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0
452,39,0,1,170,1,3,2,1,3,1,76,2,2,2,3,2,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7
453,50,0,1,328,1,1,3,1,3,1,86,2,1,2,3,1,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2
454,49,0,1,1098,1,4,2,1,1,1,85,2,5,4,3,1,18711,12124,2,0,13,3,3,1,23,2,4,1,0,0,0
455,29,0,1,1247,0,20,2,3,4,1,45,3,2,0,4,2,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2
456,32,0,1,604,0,8,3,1,3,1,56,4,2,0,4,1,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8
457,45,0,1,556,1,25,2,0,2,0,93,2,2,3,4,1,5906,23888,0,0,13,3,4,2,10,2,2,9,8,3,8
458,41,0,0,509,1,2,4,5,1,0,62,2,2,6,3,0,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7
459,31,0,0,1188,0,20,2,3,4,0,45,3,2,0,3,1,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0
460,36,0,1,1425,1,14,1,0,3,1,68,3,2,6,4,1,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11
461,44,0,1,1117,1,2,1,0,1,0,72,4,1,1,4,1,2011,19982,1,0,13,3,4,1,10,5,3,10,5,7,7
462,39,0,1,141,2,3,3,4,3,0,44,4,2,8,2,1,6389,18767,9,0,15,3,3,1,12,3,1,8,3,3,6
463,42,0,2,555,0,26,3,3,3,0,77,3,4,0,2,1,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8
464,40,0,1,1492,1,20,4,2,1,1,61,3,3,6,4,1,10322,26542,4,0,20,4,4,1,14,6,3,11,10,11,1
465,58,0,2,1216,1,15,4,0,1,1,87,3,4,7,3,1,15787,21624,2,1,14,3,2,0,23,3,3,2,2,2,2
466,29,1,1,350,2,13,3,4,1,1,56,2,1,8,1,2,2335,3157,4,1,15,3,4,3,4,3,3,2,2,2,0
467,50,1,1,869,0,3,2,3,1,1,86,2,1,5,3,1,2683,3810,1,1,14,3,3,0,3,2,3,3,2,0,2
468,26,0,1,192,1,1,2,1,1,1,59,2,1,2,1,1,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3
469,26,0,1,1066,1,2,2,1,4,1,32,4,2,3,4,1,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3
470,46,0,1,1125,0,10,3,3,3,0,94,2,3,0,4,1,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2
471,50,0,1,1464,1,2,4,1,2,1,62,3,5,7,3,1,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7
472,48,0,1,855,1,4,3,0,4,1,54,3,3,3,4,0,7898,18706,1,0,11,3,3,0,11,2,3,10,9,0,8
473,33,0,1,134,1,2,3,0,3,1,90,3,1,1,4,0,2500,10515,0,0,14,3,1,0,4,2,4,3,1,0,2
474,55,0,1,282,1,2,2,1,4,0,58,1,5,4,3,1,19187,6992,4,0,14,3,4,1,23,5,3,19,9,9,11
475,55,1,1,725,1,2,3,1,4,1,78,3,5,4,1,1,19859,21199,5,1,13,3,4,1,24,2,3,5,2,1,4
476,50,0,1,1099,1,29,4,0,2,1,88,2,4,4,3,1,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7
477,43,0,1,1001,1,7,3,0,3,0,43,3,3,6,1,1,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0
478,41,0,1,1206,0,23,2,0,4,1,80,3,3,0,3,0,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2
479,51,0,1,1318,0,26,4,3,1,0,66,3,4,4,3,1,16307,5594,2,0,14,3,3,1,29,2,2,20,6,4,17
480,43,0,2,775,0,15,3,0,4,1,47,2,2,0,4,1,6804,23683,3,0,18,3,3,1,7,5,3,2,2,2,2
481,39,1,1,1162,0,3,2,1,4,0,41,3,2,0,3,1,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0
482,26,0,2,921,1,1,1,1,1,0,66,2,1,1,3,2,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3
483,28,0,2,791,1,1,4,1,4,1,44,3,1,2,3,0,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2
484,30,0,1,231,0,8,2,5,3,1,62,3,3,0,3,2,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7
485,32,0,2,585,1,10,3,0,1,1,56,3,1,1,3,1,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3
486,24,1,2,381,1,9,3,1,2,1,89,3,1,2,1,0,3172,16998,2,1,11,3,3,0,4,2,2,0,0,0,0
487,45,0,1,1005,1,28,2,2,4,0,48,2,4,7,2,0,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6
488,35,0,0,1212,0,8,2,3,3,0,78,2,3,0,4,1,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12
489,26,1,2,426,2,17,4,0,2,0,58,3,1,8,3,2,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0
490,32,1,2,1125,1,16,1,0,2,0,72,1,1,1,1,0,3919,4681,1,1,22,4,2,0,10,5,3,10,2,6,7
491,40,1,1,1329,1,7,3,0,1,1,73,3,1,2,1,0,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3
492,37,0,2,1231,0,21,2,1,3,0,54,3,1,5,4,1,2973,21222,5,0,15,3,2,1,10,3,3,5,4,0,0
493,59,0,1,1089,0,1,2,2,2,1,66,3,3,4,4,1,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4
494,32,0,1,1373,1,5,4,0,4,1,56,2,2,3,4,0,9679,10138,8,0,24,4,2,0,8,1,3,1,0,0,0
495,30,1,2,464,1,4,3,2,3,1,40,3,1,1,4,0,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0
496,33,0,2,430,0,7,3,1,4,1,54,3,2,0,1,1,4373,17456,0,0,14,3,1,2,5,2,3,4,3,0,3
497,42,0,1,810,1,23,5,0,1,0,44,3,4,7,4,0,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0
498,34,1,0,1362,0,19,3,3,1,1,67,4,2,0,4,0,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4
499,33,1,1,813,1,14,3,1,3,1,58,3,1,2,4,1,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4
500,26,0,1,703,0,28,2,3,1,1,66,3,2,0,2,1,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4
501,30,0,1,634,1,17,4,1,2,0,95,3,3,4,1,1,11916,25927,1,1,23,4,4,2,9,2,3,9,1,0,8
502,29,0,0,1496,1,1,1,2,4,1,41,3,2,3,3,1,4319,26283,1,0,13,3,1,1,10,1,3,10,7,0,9
503,31,0,1,525,0,6,4,1,1,1,66,4,2,0,4,2,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7
504,41,0,1,933,1,9,4,0,3,1,94,3,1,2,1,1,2238,6961,2,0,21,4,4,1,7,2,3,5,0,1,4
505,29,0,1,136,1,1,3,0,1,1,89,3,2,6,1,1,5373,6225,0,0,12,3,1,1,6,5,2,5,3,0,2
506,44,0,0,381,1,24,3,1,1,1,49,1,1,2,3,0,3708,2104,2,0,14,3,3,0,9,5,3,5,2,1,4
507,35,0,2,200,1,18,2,0,3,1,60,3,3,3,4,0,9362,19944,2,0,11,3,3,0,10,2,3,2,2,2,2
508,36,0,1,164,0,2,2,1,2,1,61,2,3,0,3,1,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0
509,23,1,2,638,0,9,3,3,4,1,33,3,1,5,1,1,1790,26956,1,0,19,3,1,1,1,3,2,1,0,1,0
510,47,0,1,955,0,4,2,0,4,0,83,3,2,0,4,0,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7
511,23,0,1,977,1,10,3,2,4,1,45,4,1,1,3,1,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2
512,31,1,2,1445,1,1,5,0,3,0,100,4,3,3,2,0,7446,8931,1,0,11,3,1,0,10,2,3,10,8,4,7
513,60,0,1,422,1,7,3,0,1,0,41,3,5,4,1,1,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10
514,31,0,1,480,1,7,2,1,2,0,31,3,2,3,1,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12
515,33,0,0,750,0,22,2,3,3,1,95,3,2,0,2,1,6146,15480,0,0,13,3,1,1,8,2,4,7,7,0,7
516,35,0,1,1490,1,11,4,1,4,1,43,3,1,2,3,1,2660,20232,7,1,11,3,3,1,5,3,3,2,2,2,2
517,44,0,2,602,2,1,5,4,1,1,37,3,2,8,4,1,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2
518,39,0,1,119,0,15,4,3,2,1,77,3,4,0,1,0,13341,25098,0,0,12,3,1,0,21,3,3,20,8,11,10
519,53,0,1,102,1,23,4,0,4,0,72,3,4,7,4,0,14275,20206,6,0,18,3,3,0,33,0,3,12,9,3,8
520,46,0,0,1144,1,7,4,1,3,0,30,3,2,3,3,1,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0
521,26,0,1,683,1,2,1,1,1,1,36,2,1,1,4,0,3904,4050,0,0,12,3,4,0,5,2,3,4,3,1,1
522,32,0,1,128,1,2,1,2,4,1,84,2,2,2,1,0,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4
523,50,0,0,881,1,2,4,0,1,1,98,3,4,4,1,2,17924,4544,1,0,11,3,4,1,31,3,3,31,6,14,7
524,29,1,2,459,1,24,2,0,4,1,73,2,1,1,4,0,2439,14753,1,1,24,4,2,0,1,3,2,1,0,1,0
525,37,0,1,1470,1,10,3,1,2,0,71,3,1,1,2,1,3936,9953,1,0,11,3,1,1,8,2,1,8,4,7,7
526,44,0,1,921,1,2,3,0,3,0,96,4,3,6,4,1,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7
527,34,1,0,967,1,16,4,2,4,1,85,1,1,1,1,1,2307,14460,1,1,23,4,2,1,5,2,3,5,2,3,0
528,34,0,1,507,0,15,2,1,3,0,66,3,2,0,1,0,6125,23553,1,0,12,3,4,0,10,6,4,10,8,9,6
529,36,0,1,335,0,17,2,3,3,1,33,2,2,0,2,1,5507,16822,2,0,16,3,3,2,12,1,1,4,2,1,3
530,38,0,1,833,1,18,3,1,2,1,60,1,2,6,4,1,5811,24539,3,1,16,3,3,1,15,2,3,1,0,1,0
531,43,1,2,807,1,17,3,2,3,1,38,2,1,1,3,1,2437,15587,9,1,16,3,4,1,6,4,3,1,0,0,0
532,36,0,1,1403,1,6,3,0,4,1,47,3,1,2,4,1,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11
533,55,0,1,111,0,1,2,0,1,1,70,3,3,0,4,1,10239,18092,3,0,14,3,4,1,24,4,3,1,0,1,0
534,50,1,2,878,0,1,4,0,2,1,94,3,2,0,3,2,6728,14255,7,0,12,3,4,2,12,3,3,6,3,0,1
535,28,0,1,736,0,26,3,0,3,1,48,2,2,0,1,1,4724,24232,1,0,11,3,3,1,5,0,3,5,3,0,4
536,30,0,1,570,0,5,3,3,4,0,30,2,2,0,3,2,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2
537,37,0,1,309,0,10,4,0,4,0,88,2,2,0,4,2,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0
538,31,1,2,523,1,2,3,0,2,1,94,3,1,2,4,1,3722,21081,6,1,13,3,3,1,7,2,1,2,2,2,2
539,20,1,1,1362,1,10,1,1,4,1,32,3,1,1,3,0,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1
540,28,0,2,467,0,7,3,0,3,1,55,3,2,0,1,0,4898,11827,0,0,14,3,4,0,5,5,3,4,2,1,3
541,29,0,1,1370,1,3,1,1,2,1,87,3,1,2,1,0,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5
542,19,0,1,1181,1,3,1,1,2,0,79,3,1,2,2,0,1483,16102,1,0,14,3,4,0,1,3,3,1,0,0,0
543,35,0,1,1402,0,28,4,0,2,0,98,2,1,5,3,1,2430,26204,0,0,23,4,1,2,6,5,3,5,3,4,2
544,22,0,1,1256,1,19,1,1,3,1,80,3,1,1,4,1,2323,11992,1,0,24,4,1,2,2,6,3,2,2,2,2
545,27,1,2,1337,2,22,3,4,1,0,58,2,1,8,2,1,2863,19555,1,0,12,3,1,0,1,2,3,1,0,0,0
546,43,0,1,823,1,6,3,1,1,0,81,2,5,4,3,1,19392,22539,7,0,13,3,4,0,21,2,3,16,12,6,14
547,24,1,1,1448,0,1,1,2,1,0,62,3,1,5,2,0,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4
548,35,0,1,1219,0,18,3,1,3,0,86,3,2,0,3,1,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0
549,44,1,1,1376,2,1,2,1,2,1,91,2,3,8,1,1,10482,2326,9,0,14,3,4,1,24,1,3,20,6,3,6
550,39,0,1,1387,1,10,5,1,2,1,76,3,2,3,1,1,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7
551,34,1,1,790,0,24,4,1,1,0,40,2,2,0,2,0,4599,7815,0,1,23,4,3,0,16,2,4,15,9,10,10
552,29,0,1,986,1,3,4,1,2,1,93,2,3,7,3,1,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7
553,22,0,1,534,1,15,3,1,2,0,59,3,1,2,4,0,2871,23785,1,0,15,3,3,0,1,5,3,0,0,0,0
554,47,0,1,703,0,14,4,3,4,1,42,3,2,0,1,0,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7
555,39,0,0,105,1,9,3,0,4,1,87,3,5,4,4,0,19431,15302,2,0,13,3,3,0,21,3,2,6,0,1,3
556,41,0,1,1283,1,5,5,1,2,1,90,4,1,1,3,1,2127,5561,2,1,12,3,1,0,7,5,2,4,2,0,3
557,51,0,1,684,1,6,3,0,1,1,51,3,5,7,3,0,19537,6462,7,0,13,3,3,0,23,5,3,20,18,15,15
558,40,0,1,1194,1,1,3,0,3,0,52,3,2,6,4,2,6513,9060,4,0,17,3,4,1,12,3,3,5,3,0,3
559,29,0,2,490,1,10,3,0,4,0,61,3,1,1,2,2,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1
560,41,1,1,1085,1,2,4,0,2,0,57,1,1,2,4,2,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0
561,34,0,1,204,0,14,3,2,3,0,31,3,1,5,3,2,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6
562,28,1,1,890,1,2,4,1,3,1,46,3,1,1,3,0,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1
563,30,0,1,202,0,2,1,2,3,1,72,3,1,5,2,1,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0
564,39,0,1,1253,1,10,1,1,3,1,65,3,3,7,3,0,13464,7914,7,0,21,4,3,0,9,3,3,4,3,2,2
565,40,0,1,1194,1,2,4,1,3,0,98,3,1,1,3,1,2001,12549,2,0,14,3,2,3,20,2,3,5,3,0,2
566,35,0,1,144,1,22,3,0,4,1,46,1,1,2,3,0,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3
567,34,0,1,304,0,2,3,5,4,1,60,3,2,0,4,0,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4
568,27,0,2,829,0,8,1,3,3,1,84,3,2,0,4,1,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1
569,28,0,1,1169,2,8,2,1,2,1,63,2,1,8,4,2,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4
570,47,0,1,1001,1,4,3,0,3,0,92,2,3,3,2,2,10333,19271,8,1,12,3,3,1,28,4,3,22,11,14,10
571,37,0,1,228,0,6,4,1,3,1,98,3,2,0,4,1,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1
572,40,0,1,444,0,2,2,3,2,0,92,3,2,0,2,1,5677,4258,3,0,14,3,3,1,15,4,3,11,8,5,10
573,39,0,1,903,0,2,5,0,1,1,41,4,3,0,3,0,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7
574,38,0,1,1404,0,1,3,0,1,1,59,2,1,5,1,0,2858,11473,4,0,14,3,1,0,20,3,2,1,0,0,0
575,36,0,1,216,1,6,2,1,2,1,84,3,2,3,2,2,4941,2819,6,0,20,4,4,2,7,0,3,3,2,0,1
576,29,0,1,1107,1,28,4,0,3,0,93,3,1,1,4,2,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7
577,34,0,1,1397,1,1,5,0,2,1,42,3,1,1,4,1,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8
578,42,0,1,1332,1,2,4,5,1,1,98,2,2,6,4,0,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0
579,36,0,1,1223,1,8,3,2,3,0,59,3,3,6,3,2,10096,8202,1,0,13,3,2,3,17,2,3,17,14,12,8
580,36,0,1,852,1,5,4,0,2,0,82,2,1,1,1,1,3419,13072,9,1,14,3,4,1,6,3,4,1,1,0,0
581,28,0,1,995,1,9,3,1,3,0,77,3,1,1,3,2,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2
582,38,0,1,330,1,17,1,0,3,0,65,2,3,6,3,1,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9
583,34,1,2,234,1,9,4,0,4,1,93,3,2,2,1,1,5346,6208,4,0,17,3,3,1,11,3,2,7,1,0,7
584,29,0,1,144,0,10,1,3,4,0,39,2,2,0,2,2,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7
585,32,0,1,1401,0,4,2,0,3,0,56,3,1,5,2,1,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2
586,39,0,0,1251,0,21,4,0,1,0,32,1,2,0,3,1,5736,3987,6,0,19,3,3,1,10,1,3,3,2,1,2
587,54,0,2,966,1,1,4,0,4,0,53,3,3,3,3,2,10502,9659,7,0,17,3,1,1,33,2,1,5,4,1,4
588,31,0,1,1154,0,2,2,0,1,1,54,3,1,5,3,1,3067,6393,0,0,19,3,3,1,3,1,3,2,2,1,2
589,26,0,1,583,1,4,2,0,3,1,53,3,1,1,4,0,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2
590,34,0,0,697,1,3,4,0,3,1,40,2,1,1,4,1,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0
591,24,0,0,673,1,11,2,5,1,0,96,4,2,3,3,2,4011,8232,0,0,18,3,4,1,5,5,2,4,2,1,3
592,28,0,1,1451,1,2,1,0,1,1,67,2,1,1,2,1,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4
593,34,0,2,878,1,10,4,1,4,1,43,3,1,1,3,2,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0
594,35,0,1,1343,1,27,1,1,3,0,53,2,1,1,1,0,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1
595,36,0,1,329,1,2,3,0,4,0,96,3,1,1,3,1,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2
596,33,0,2,1111,0,5,1,0,2,1,61,3,2,0,4,1,9998,19293,6,0,13,3,1,0,8,2,4,5,4,1,2
597,42,0,1,532,1,4,2,2,3,1,58,3,5,4,4,1,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15
598,29,0,1,726,1,29,1,0,4,1,93,1,2,6,3,2,6384,21143,8,0,17,3,4,2,11,3,3,7,0,1,6
599,27,0,1,1130,0,8,4,3,2,0,56,3,2,0,2,1,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7
600,42,0,1,933,1,29,3,0,2,1,98,3,2,3,2,1,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8
601,38,0,1,201,1,10,3,1,2,0,99,1,3,7,3,1,13206,3376,3,0,12,3,1,1,20,3,3,18,16,1,11
602,32,0,0,953,1,5,4,2,2,1,65,3,1,1,2,0,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7
603,29,0,2,461,1,1,3,0,4,1,70,4,2,6,3,0,6294,23060,8,1,12,3,4,0,10,5,4,3,2,0,2
604,38,0,1,1084,1,29,3,2,4,1,54,3,2,3,4,1,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7
605,33,1,1,603,0,9,4,3,1,0,77,3,2,0,1,0,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3
606,27,0,1,1291,0,11,3,1,3,0,98,4,1,5,4,1,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0
607,25,1,1,383,0,9,2,0,1,1,68,2,1,5,1,1,4400,15182,3,0,12,3,1,0,6,2,3,3,2,2,2
608,43,0,1,930,1,6,3,1,1,0,73,2,2,1,3,0,4081,20003,1,1,14,3,1,0,20,3,1,20,7,1,8
609,50,0,1,1207,1,28,1,1,4,1,74,4,1,2,3,1,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8
610,33,0,1,461,1,13,1,0,2,0,53,3,1,1,4,0,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2
611,45,0,1,1268,0,4,2,0,3,0,30,3,2,0,1,2,5006,6319,4,1,11,3,1,1,9,3,4,5,4,0,3
612,47,0,0,1162,1,1,1,1,3,0,98,3,3,7,2,1,11957,17231,0,0,18,3,1,2,14,3,1,13,8,5,12
613,23,0,1,571,1,12,2,5,4,1,78,3,1,2,4,0,2647,13672,1,0,13,3,3,0,5,6,4,5,2,1,4
614,40,0,1,884,1,15,3,0,1,0,80,2,3,3,3,1,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12
615,20,0,1,727,0,9,1,0,4,1,54,3,1,5,1,0,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2
616,45,0,0,1052,0,6,3,1,4,0,57,2,3,0,4,0,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8
